X
62.0136
45.684
55.9305
59.13
66.258
57.3431
57.3075
56.376
62.37
54.837
54.675
53.622
53.1959
55.4072
50.22
49.329
45.6152
37.26
38.4758
41.148
38.718
39.5928
42.039
41.229
44.307
44.712
38.6775
40.986
44.9955
42.444
45.117
42.687
42.768
43.092
45.0368
46.9395
47.0618
47.628
45.522
41.877
42.444
46.818
47.56
48.276
47.304
46.7046
45.684
41.634
40.9852
40.581
39.042
39.8131
39.8925
36.8218
36.5715
37.422
39.4187
34.2241
33.8904
36.855
42.93
42.4845
44.388
46.737
45.603
44.9542
46.4122
44.55
42.363
43.74
44.8546
44.3872
41.9418
43.9425
45.279
47.79
51.435
45.522
45.117
60.264
54.675
50.544
46.2502
47.952
42.2569
36.612
30.294
33.21
36.936
37.422
38.556
41.067
52.164
49.3695
47.5875
50.058
49.7372
41.877
46.345
46.1295
46.656
45.279
52.0328
54.6823
56.7016
56.862
54.351
53.136
50.3415
53.541
49.3282
44.064
47.385
49.815
48.276
44.0632
46.008
46.8585
49.491
50.497
46.899
41.229
40.986
41.148
39.771
40.5
40.3218
38.4758
39.69
44.5306
40.743
40.581
42.363
40.5
43.497
41.958
40.9034
39.933
39.933
37.422
36.6922
36.45
35.235
37.908
38.88
38.88
39.69
41.31
41.6834
39.4065
43.497
42.201
41.634
42.687
43.578
44.955
44.793
44.712
57.186
67.473
63.828
63.342
67.8067
68.0805
71.604
72.4148
71.8616
66.015
68.2012
69.903
67.068
69.984
75.8152
75.249
74.601
74.0453
71.847
70.9908
68.85
71.199
69.417
62.694
65.772
62.694
62.37
64.9215
65.529
69.903
70.875
72.819
71.604
72.8992
74.9088
76.3409
73.791
73.386
71.523
71.928
70.47
74.115
74.9606
74.034
71.28
74.3985
75.5325
74.601
75.978
72.9
73.224
73.3455
70.713
70.713
68.6775
67.068
65.286
68.7682
67.23
63.504
65.286
65.286
63.5032
65.1726
66.0158
66.9465
66.663
66.906
68.526
70.875
71.928
69.903
67.797
68.04
69.417
70.0067
70.389
63.261
63.504
99.63
101.331
90.9225
92.2363
83.916
88.938
89.829
83.025
85.779
84.1185
86.346
85.2128
85.536
86.589
88.1928
82.296
85.4955
81.8059
81.972
82.782
80.595
80.271
83.349
83.025
83.754
85.4145
85.779
86.2164
90.1125
90.072
94.446
92.6648
93.6846
96.795
92.502
88.128
85.05
83.916
83.805
83.4705
83.5637
86.3468
83.835
81.162
79.704
79.8255
82.701
82.377
82.62
80.7619
79.6238
78.57
78.408
78.732
79.218
81.827
81.648
81
82.539
82.134
80.838
74.925
76.7167
77.355
77.679
77.0318
82.782
81.972
86.265
93.231
94.122
99.225
102.141
98.496
97.8885
97.524
98.82
102.222
101.736
104.433
107.813
108.459
111.01
111.78
110.484
107.406
109.431
110.241
106.92
108.864
109.593
112.752
114.048
116.397
116.64
115.344
113.886
114.129
115.263
112.959
114.129
115.587
115.263
114.858
116.316
116.833
113.643
115.87
113.805
113.157
110.889
112.914
116.559
115.661
116.964
117.612
117.369
118.422
118.827
120.366
119.799
119.961
117.207
115.749
114.777
116.919
118.624
116.64
117.288
115.101
114.614
115.749
113.481
113.765
113.721
115.83
110.484
107.203
107.973
106.191
107.811
110.97
107.561
106.677
104.085
99.6324
102.384
101.818
101.574
104.328
106.839
101.817
100.845
100.44
102.182
98.2611
98.172
162
